vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score,timestamp_iso,temp_c,rain_mm,battery_health,trips_last_24h,avg_trip_km,last_trip_km,last_trip_min,minutes_to_empty
VRY-1210-1051,Viry-Chatillon,48.669786,2.377753,0.374,18,2,1.45,2025-12-10T18:00,8.5,0.0,0.878,3,2.53,2.08,13.0,149.1
VLP-1210-1052,Villepinte,48.981556,2.564871,0.512,15,2,1.2,2025-12-10T15:00,13.8,0.0,0.878,4,1.62,0.46,13.3,221.8
VLP-1210-1053,Villepinte,48.965793,2.572202,0.559,10,2,1.2,2025-12-10T10:00,6.1,0.0,0.952,3,2.9,2.84,17.1,215.2
VRY-1210-1054,Viry-Chatillon,48.681581,2.393517,0.721,21,2,1.0,2025-12-10T21:00,6.6,0.0,0.955,1,1.18,1.07,9.2,357.0
RSB-1210-1055,Roissy-en-Brie,48.784294,2.650783,0.364,17,2,1.595,2025-12-10T17:00,7.0,0.18,0.946,7,1.98,2.74,18.4,118.4
MAL-1210-1056,Malakoff,48.828056,2.294944,0.506,22,2,1.05,2025-12-10T22:00,6.5,2.11,0.879,3,1.74,2.57,5.5,232.9
VLP-1210-1057,Villepinte,48.967821,2.557251,0.193,6,2,1.2,2025-12-10T06:00,12.4,0.0,0.901,3,1.66,1.01,9.5,71.2
VRY-1210-1058,Viry-Chatillon,48.679435,2.368725,0.4,6,2,1.0,2025-12-10T06:00,10.5,0.0,0.866,1,1.34,1.1,18.0,172.9
VLP-1210-1059,Villepinte,48.981339,2.536793,0.577,15,2,1.2,2025-12-10T15:00,11.1,0.74,0.96,2,0.3,0.27,12.1,248.0
VLP-1210-1060,Villepinte,48.97035,2.542796,0.6,21,2,1.2,2025-12-10T21:00,5.6,2.16,0.965,3,1.11,0.33,4.8,246.1
RSB-1210-1061,Roissy-en-Brie,48.784951,2.665356,0.22,19,2,1.595,2025-12-10T19:00,8.3,0.0,0.901,4,0.51,1.21,17.3,55.8
MAL-1210-1062,Malakoff,48.827354,2.292883,0.586,6,2,1.05,2025-12-10T06:00,8.7,1.54,0.889,2,1.06,1.7,7.0,251.1
MAL-1210-1063,Malakoff,48.828648,2.313876,0.685,8,2,1.522,2025-12-10T08:00,14.1,0.0,0.941,11,2.41,1.12,17.4,212.8
BOB-1210-1064,Bobigny,48.903152,2.433875,0.493,8,2,1.667,2025-12-10T08:00,7.5,0.0,0.984,3,2.26,1.89,16.8,133.6
MAL-1210-1065,Malakoff,48.830517,2.303937,0.73,16,2,1.05,2025-12-10T16:00,3.7,0.2,0.958,3,1.8,1.64,6.0,352.6
VRY-1210-1066,Viry-Chatillon,48.669244,2.395807,0.311,15,2,1.0,2025-12-10T15:00,8.2,3.82,0.96,7,1.9,1.33,7.4,165.8
VRY-1210-1067,Viry-Chatillon,48.669582,2.371945,0.444,18,2,1.45,2025-12-10T18:00,6.0,0.0,0.934,5,1.94,2.18,12.4,166.7
BOB-1210-1068,Bobigny,48.905365,2.436187,0.442,13,2,1.15,2025-12-10T13:00,3.2,2.11,0.872,4,1.54,2.63,15.6,170.6
BOB-1210-1069,Bobigny,48.902459,2.464536,0.466,22,2,1.15,2025-12-10T22:00,11.4,1.09,0.92,4,0.84,0.79,8.8,222.5
VLP-1210-1070,Villepinte,48.97196,2.558807,0.53,9,2,1.74,2025-12-10T09:00,9.6,1.73,0.908,4,3.51,3.21,27.1,160.6
VRY-1210-1071,Viry-Chatillon,48.676274,2.393643,0.491,10,2,1.0,2025-12-10T10:00,7.8,0.0,0.917,2,2.31,2.06,10.9,248.0
BOB-1210-1072,Bobigny,48.911155,2.461065,0.663,14,2,1.15,2025-12-10T14:00,7.2,0.22,0.927,2,1.74,2.63,7.2,273.2
BOB-1210-1073,Bobigny,48.929022,2.433758,0.48,14,2,1.15,2025-12-10T14:00,11.7,1.64,0.941,3,0.6,0.2,12.4,199.3
VRY-1210-1074,Viry-Chatillon,48.672977,2.379071,0.651,22,2,1.0,2025-12-10T22:00,2.3,4.59,0.905,2,0.3,0.31,9.9,319.0
VLP-1210-1075,Villepinte,48.959298,2.552873,0.933,17,2,1.74,2025-12-10T17:00,14.0,0.26,0.989,3,1.9,0.7,15.4,267.2
RSB-1210-1076,Roissy-en-Brie,48.78238,2.638931,0.531,14,2,1.1,2025-12-10T14:00,10.7,5.62,0.983,4,2.28,1.96,5.0,268.1
MAL-1210-1077,Malakoff,48.816221,2.285348,0.392,16,2,1.05,2025-12-10T16:00,6.3,0.2,0.927,2,1.23,0.72,7.2,210.9
VRY-1210-1078,Viry-Chatillon,48.665286,2.364627,0.233,11,2,1.0,2025-12-10T11:00,5.6,0.69,0.986,5,2.71,3.27,13.8,119.6
VRY-1210-1079,Viry-Chatillon,48.664634,2.425216,0.584,21,2,1.0,2025-12-10T21:00,4.5,0.27,0.933,6,1.83,0.2,5.7,287.9
RSB-1210-1080,Roissy-en-Brie,48.798965,2.656216,0.115,12,2,1.1,2025-12-10T12:00,9.5,2.1,0.965,2,3.06,2.95,13.3,69.7
RSB-1210-1081,Roissy-en-Brie,48.783148,2.609546,0.324,13,2,1.1,2025-12-10T13:00,9.4,2.81,0.901,7,1.37,1.63,11.8,158.3
BOB-1210-1082,Bobigny,48.905838,2.475212,0.796,20,2,1.667,2025-12-10T20:00,9.6,0.0,0.862,6,3.53,3.82,14.6,283.5
VRY-1210-1083,Viry-Chatillon,48.669729,2.38895,0.496,7,2,1.45,2025-12-10T07:00,3.3,0.0,0.977,4,3.16,4.17,12.5,152.4
RSB-1210-1084,Roissy-en-Brie,48.796057,2.635106,0.662,10,2,1.1,2025-12-10T10:00,5.1,0.17,0.925,5,2.28,1.01,6.1,299.1
RSB-1210-1085,Roissy-en-Brie,48.773951,2.65094,0.774,22,2,1.1,2025-12-10T22:00,13.1,0.79,0.98,3,1.38,1.87,16.0,338.5
MAL-1210-1086,Malakoff,48.802506,2.285065,0.719,10,2,1.05,2025-12-10T10:00,8.7,2.1,0.94,1,2.09,1.46,8.1,371.9
BOB-1210-1087,Bobigny,48.909696,2.443028,0.653,16,2,1.15,2025-12-10T16:00,2.9,0.0,0.878,3,1.82,1.34,12.0,295.6
RSB-1210-1088,Roissy-en-Brie,48.788572,2.644136,0.799,22,2,1.1,2025-12-10T22:00,12.5,1.93,0.866,3,0.95,0.87,9.5,344.5
BOB-1210-1089,Bobigny,48.912074,2.440566,0.638,22,2,1.15,2025-12-10T22:00,17.0,0.43,0.993,3,3.01,3.71,10.0,241.2
VRY-1210-1090,Viry-Chatillon,48.679855,2.3811,0.367,10,2,1.0,2025-12-10T10:00,12.2,0.0,0.977,2,0.7,0.63,17.1,176.8
MAL-1210-1091,Malakoff,48.816787,2.290116,0.487,19,2,1.522,2025-12-10T19:00,4.4,1.55,0.908,4,1.21,1.6,14.7,149.4
VLP-1210-1092,Villepinte,48.956945,2.544911,0.759,7,2,1.74,2025-12-10T07:00,8.0,0.4,0.918,4,1.74,1.94,10.9,228.1
VLP-1210-1093,Villepinte,48.973751,2.556589,0.468,22,2,1.2,2025-12-10T22:00,7.2,1.13,0.931,5,0.3,0.85,13.6,174.0
VLP-1210-1094,Villepinte,48.977945,2.563697,0.499,20,2,1.74,2025-12-10T20:00,6.2,0.48,0.939,10,2.47,3.53,11.5,163.9
VRY-1210-1095,Viry-Chatillon,48.669476,2.381292,0.458,6,2,1.0,2025-12-10T06:00,12.1,2.71,0.895,2,2.8,3.92,12.1,198.7
MAL-1210-1096,Malakoff,48.809224,2.293712,0.347,10,2,1.05,2025-12-10T10:00,8.2,4.82,0.98,2,0.76,0.63,7.1,152.6
RSB-1210-1097,Roissy-en-Brie,48.759947,2.643911,0.186,6,2,1.1,2025-12-10T06:00,13.7,0.0,0.908,2,2.09,2.35,11.3,98.9
MAL-1210-1098,Malakoff,48.800967,2.3138,0.365,20,2,1.522,2025-12-10T20:00,11.2,0.0,0.936,3,1.34,0.69,8.9,149.1
MAL-1210-1099,Malakoff,48.818787,2.311307,0.451,7,2,1.522,2025-12-10T07:00,7.6,0.64,0.992,9,2.31,3.47,9.4,166.0
BOB-1210-1100,Bobigny,48.911998,2.438852,0.639,6,2,1.15,2025-12-10T06:00,9.0,0.0,0.97,3,1.48,1.16,9.6,266.7
MAL-1210-1101,Malakoff,48.808038,2.305678,0.485,18,2,1.522,2025-12-10T18:00,6.9,0.0,0.987,5,2.79,3.07,16.7,157.9
RSB-1210-1102,Roissy-en-Brie,48.766173,2.650609,0.125,22,2,1.1,2025-12-10T22:00,9.9,0.0,0.995,3,2.05,2.39,13.2,50.7
BOB-1210-1103,Bobigny,48.910592,2.43178,0.729,13,2,1.15,2025-12-10T13:00,14.6,0.46,0.94,2,2.38,3.44,14.9,336.0
VRY-1210-1104,Viry-Chatillon,48.651635,2.387107,0.588,12,2,1.0,2025-12-10T12:00,11.6,0.0,0.87,6,1.87,1.87,11.3,270.4
VLP-1210-1105,Villepinte,48.96369,2.553049,0.626,6,2,1.2,2025-12-10T06:00,5.0,0.48,0.966,3,2.03,3.18,15.5,211.5
BOB-1210-1106,Bobigny,48.909311,2.45635,0.804,20,2,1.667,2025-12-10T20:00,5.6,0.7,0.97,2,2.66,1.59,18.4,222.5
MAL-1210-1107,Malakoff,48.826297,2.300477,0.272,16,2,1.05,2025-12-10T16:00,10.3,0.0,0.928,3,1.43,0.78,15.0,114.3
RSB-1210-1108,Roissy-en-Brie,48.771908,2.663151,0.624,19,2,1.595,2025-12-10T19:00,10.0,2.8,0.968,1,3.28,4.08,12.3,204.3
BOB-1210-1109,Bobigny,48.907442,2.436455,0.18,21,2,1.15,2025-12-10T21:00,6.1,0.0,0.976,3,1.34,1.17,11.4,72.1
MAL-1210-1110,Malakoff,48.807188,2.308244,0.399,6,2,1.05,2025-12-10T06:00,6.3,1.36,0.979,4,2.74,3.33,14.2,199.6
RSB-1210-1111,Roissy-en-Brie,48.775642,2.650882,0.253,16,2,1.1,2025-12-10T16:00,13.5,0.0,0.972,3,1.55,1.86,4.9,139.1
MAL-1210-1112,Malakoff,48.815226,2.288925,0.55,11,2,1.05,2025-12-10T11:00,3.9,0.0,0.902,5,2.06,2.33,13.9,240.8
VRY-1210-1113,Viry-Chatillon,48.673678,2.361596,0.853,12,2,1.0,2025-12-10T12:00,10.0,5.64,0.949,4,0.52,1.54,3.8,402.1
MAL-1210-1114,Malakoff,48.821265,2.306066,0.635,12,2,1.05,2025-12-10T12:00,10.2,0.0,0.979,5,1.89,1.96,9.1,303.3
VRY-1210-1115,Viry-Chatillon,48.670044,2.384721,0.785,7,2,1.45,2025-12-10T07:00,15.6,1.77,0.891,3,2.47,2.12,11.1,262.8
MAL-1210-1116,Malakoff,48.823709,2.305857,0.508,20,2,1.522,2025-12-10T20:00,14.3,2.14,0.964,4,1.65,1.07,19.3,178.9
RSB-1210-1117,Roissy-en-Brie,48.790605,2.661807,0.476,19,2,1.595,2025-12-10T19:00,3.9,3.86,0.878,4,2.39,2.12,15.2,115.1
VRY-1210-1118,Viry-Chatillon,48.674668,2.379997,0.352,10,2,1.0,2025-12-10T10:00,10.8,0.0,0.99,1,0.98,0.34,6.2,175.9
RSB-1210-1119,Roissy-en-Brie,48.792498,2.657041,0.59,21,2,1.1,2025-12-10T21:00,7.3,1.78,0.967,1,1.66,1.09,9.4,247.1
VLP-1210-1120,Villepinte,48.967035,2.554225,0.738,7,2,1.74,2025-12-10T07:00,7.7,1.2,0.932,8,2.66,1.93,23.1,203.7
RSB-1210-1121,Roissy-en-Brie,48.78852,2.676716,0.413,11,2,1.1,2025-12-10T11:00,3.2,0.65,0.876,2,2.12,2.06,12.3,192.6
VRY-1210-1122,Viry-Chatillon,48.659844,2.367822,0.65,20,2,1.45,2025-12-10T20:00,10.6,0.0,0.88,3,3.16,3.57,12.9,246.9
VLP-1210-1123,Villepinte,48.96839,2.547205,0.635,9,2,1.74,2025-12-10T09:00,5.9,1.2,0.932,3,2.06,1.32,14.6,166.3
BOB-1210-1124,Bobigny,48.89983,2.450421,0.302,18,2,1.667,2025-12-10T18:00,14.3,0.0,0.895,12,2.66,1.71,15.3,101.6
RSB-1210-1125,Roissy-en-Brie,48.780826,2.656582,0.806,19,2,1.595,2025-12-10T19:00,8.4,0.83,0.941,5,2.69,4.52,21.3,254.0
MAL-1210-1126,Malakoff,48.827775,2.297981,0.64,15,2,1.05,2025-12-10T15:00,8.3,0.0,0.925,2,2.09,1.76,6.0,311.4
VLP-1210-1127,Villepinte,48.96797,2.545608,0.492,18,2,1.74,2025-12-10T18:00,11.6,0.0,0.905,6,3.74,4.21,17.7,137.9
VLP-1210-1128,Villepinte,48.958026,2.541941,0.632,11,2,1.2,2025-12-10T11:00,10.0,0.32,0.93,3,2.28,1.61,16.5,259.9
VLP-1210-1129,Villepinte,48.968168,2.562824,0.408,7,2,1.74,2025-12-10T07:00,9.4,7.46,0.896,4,3.38,2.75,9.3,115.7
VLP-1210-1130,Villepinte,48.964334,2.569237,0.401,9,2,1.74,2025-12-10T09:00,12.6,1.58,0.997,10,2.57,2.88,15.6,145.8
RSB-1210-1131,Roissy-en-Brie,48.794392,2.636712,0.282,12,2,1.1,2025-12-10T12:00,11.3,0.31,0.959,1,3.08,2.56,13.2,118.7
MAL-1210-1132,Malakoff,48.817738,2.30568,0.324,13,2,1.05,2025-12-10T13:00,9.3,0.0,0.919,1,2.26,1.42,11.7,156.6
MAL-1210-1133,Malakoff,48.822819,2.30842,0.832,17,2,1.522,2025-12-10T17:00,9.7,0.46,0.91,3,2.01,1.77,13.5,253.4
MAL-1210-1134,Malakoff,48.840289,2.293167,0.432,18,2,1.522,2025-12-10T18:00,11.0,2.51,0.98,5,2.71,2.55,15.4,161.7
BOB-1210-1135,Bobigny,48.911319,2.433616,0.932,11,2,1.15,2025-12-10T11:00,14.2,1.34,0.861,3,0.61,1.09,13.4,398.6
RSB-1210-1136,Roissy-en-Brie,48.789183,2.636061,0.215,9,2,1.595,2025-12-10T09:00,3.6,3.91,0.909,2,1.25,0.34,19.3,27.5
BOB-1210-1137,Bobigny,48.910087,2.435916,0.632,14,2,1.15,2025-12-10T14:00,10.5,1.01,0.916,2,2.96,2.39,13.0,236.8
RSB-1210-1138,Roissy-en-Brie,48.80429,2.668826,0.526,16,2,1.1,2025-12-10T16:00,9.3,0.0,0.946,6,2.15,1.77,14.7,242.3
VRY-1210-1139,Viry-Chatillon,48.667224,2.369254,0.443,8,2,1.45,2025-12-10T08:00,8.7,0.43,0.908,4,1.79,2.8,14.0,159.1
VLP-1210-1140,Villepinte,48.974523,2.538895,0.377,11,2,1.2,2025-12-10T11:00,6.8,0.0,0.909,3,1.19,1.01,16.7,149.5
VLP-1210-1141,Villepinte,48.968479,2.567654,0.512,16,2,1.2,2025-12-10T16:00,8.4,0.72,0.943,2,2.09,2.15,12.5,218.3
RSB-1210-1142,Roissy-en-Brie,48.784381,2.680699,0.275,18,2,1.595,2025-12-10T18:00,9.6,1.02,0.898,3,2.34,1.63,12.8,85.4
MAL-1210-1143,Malakoff,48.831403,2.288292,0.58,12,2,1.05,2025-12-10T12:00,7.8,0.32,0.987,9,1.27,1.27,10.0,258.3
MAL-1210-1144,Malakoff,48.822066,2.30055,0.488,9,2,1.522,2025-12-10T09:00,11.4,0.99,0.969,12,2.83,2.85,17.1,132.8
VLP-1210-1145,Villepinte,48.963914,2.558852,0.387,8,2,1.74,2025-12-10T08:00,7.2,0.26,0.903,7,2.29,2.76,14.8,85.3
BOB-1210-1146,Bobigny,48.889925,2.443942,0.428,7,2,1.667,2025-12-10T07:00,8.0,1.04,0.969,7,3.06,3.92,19.6,131.5
RSB-1210-1147,Roissy-en-Brie,48.795893,2.656872,0.759,15,2,1.1,2025-12-10T15:00,4.8,5.97,0.87,0,2.1,1.79,13.9,351.4
VRY-1210-1148,Viry-Chatillon,48.661399,2.361119,0.362,20,2,1.45,2025-12-10T20:00,9.7,1.58,0.962,3,1.44,0.86,19.1,127.0
MAL-1210-1149,Malakoff,48.817339,2.292584,0.416,22,2,1.05,2025-12-10T22:00,12.4,4.85,0.993,4,1.06,1.75,7.6,204.8
VLP-1210-1150,Villepinte,48.989625,2.527109,0.462,17,2,1.74,2025-12-10T17:00,12.6,0.44,0.872,3,4.88,5.19,20.1,133.7
MAL-1210-1151,Malakoff,48.807297,2.288558,0.353,6,2,1.05,2025-12-10T06:00,2.2,1.26,0.904,3,2.22,2.77,13.5,165.0
RSB-1210-1152,Roissy-en-Brie,48.781012,2.653001,0.349,21,2,1.1,2025-12-10T21:00,9.1,0.0,0.926,6,2.39,1.84,8.8,145.5
VLP-1210-1153,Villepinte,48.968835,2.520071,0.839,9,2,1.74,2025-12-10T09:00,11.0,5.68,0.956,4,2.34,2.13,14.4,213.4
VRY-1210-1154,Viry-Chatillon,48.666236,2.397973,0.607,20,2,1.45,2025-12-10T20:00,7.7,0.49,0.934,3,2.26,2.64,18.1,219.1
VLP-1210-1155,Villepinte,48.96582,2.555443,0.409,21,2,1.2,2025-12-10T21:00,13.5,0.0,0.868,5,1.81,2.53,14.1,180.2
RSB-1210-1156,Roissy-en-Brie,48.783756,2.63032,0.422,7,2,1.595,2025-12-10T07:00,6.1,0.0,0.983,7,3.78,4.88,15.1,125.5
VRY-1210-1157,Viry-Chatillon,48.652697,2.360589,0.295,14,2,1.0,2025-12-10T14:00,10.0,2.64,0.904,1,1.98,2.98,3.9,176.8
MAL-1210-1158,Malakoff,48.829179,2.291544,0.528,19,2,1.522,2025-12-10T19:00,8.5,0.0,0.861,2,1.24,2.5,13.8,147.6
VLP-1210-1159,Villepinte,48.96322,2.559743,0.367,14,2,1.2,2025-12-10T14:00,9.6,1.6,0.896,3,1.59,0.48,15.5,174.0
VLP-1210-1160,Villepinte,48.968071,2.550442,0.387,13,2,1.2,2025-12-10T13:00,12.3,2.74,0.944,3,1.25,2.15,14.6,160.3
VRY-1210-1161,Viry-Chatillon,48.671099,2.376718,0.294,17,2,1.45,2025-12-10T17:00,5.9,0.0,0.998,4,1.95,1.12,14.8,80.2
MAL-1210-1162,Malakoff,48.821367,2.314824,0.695,7,2,1.522,2025-12-10T07:00,13.3,2.09,0.928,9,1.84,2.02,12.9,224.3
VRY-1210-1163,Viry-Chatillon,48.662176,2.384768,0.459,7,2,1.45,2025-12-10T07:00,9.9,0.58,0.94,3,2.11,3.0,14.0,192.4
VRY-1210-1164,Viry-Chatillon,48.668791,2.389798,0.547,6,2,1.0,2025-12-10T06:00,4.4,0.41,0.891,4,1.23,0.2,11.0,254.4
VRY-1210-1165,Viry-Chatillon,48.670499,2.372891,0.423,13,2,1.0,2025-12-10T13:00,4.9,0.0,0.971,4,1.43,2.44,12.2,215.4
RSB-1210-1166,Roissy-en-Brie,48.80354,2.649354,0.394,11,2,1.1,2025-12-10T11:00,4.9,1.1,0.908,2,1.48,1.0,12.3,152.8
VRY-1210-1167,Viry-Chatillon,48.668246,2.38913,0.352,10,2,1.0,2025-12-10T10:00,7.7,0.0,0.976,1,1.43,2.09,7.8,174.2
BOB-1210-1168,Bobigny,48.904378,2.429724,0.241,10,2,1.15,2025-12-10T10:00,9.2,0.58,0.901,3,1.86,2.15,7.3,138.5
RSB-1210-1169,Roissy-en-Brie,48.783914,2.633135,0.399,12,2,1.1,2025-12-10T12:00,10.2,1.07,0.91,1,2.8,3.05,13.8,188.3
