vehicle_id,zone_name,latitude,longitude,soc_now,hour,day_of_week,demand_zone_score
MAL-1001-1110,Malakoff,48.831269,2.335645,0.71,9,2,1.522
RSB-1001-1111,Roissy-en-Brie,48.790556,2.66188,0.45,18,2,1.595
VRY-1001-1112,Viry-Chatillon,48.65815,2.380517,0.609,12,2,1.0
VLP-1001-1113,Villepinte,48.972717,2.522512,0.34,12,2,1.2
RSB-1001-1114,Roissy-en-Brie,48.788718,2.640552,0.549,15,2,1.1
VRY-1001-1115,Viry-Chatillon,48.66825,2.384977,0.487,21,2,1.0
VRY-1001-1116,Viry-Chatillon,48.675188,2.363659,0.465,19,2,1.45
VLP-1001-1117,Villepinte,48.971851,2.548457,0.604,16,2,1.2
MAL-1001-1118,Malakoff,48.826985,2.288389,0.376,7,2,1.522
BOB-1001-1119,Bobigny,48.902696,2.447788,0.584,20,2,1.667
VRY-1001-1120,Viry-Chatillon,48.66326,2.399622,0.745,18,2,1.45
VRY-1001-1121,Viry-Chatillon,48.656607,2.405199,0.634,14,2,1.0
MAL-1001-1122,Malakoff,48.833428,2.299954,0.127,18,2,1.522
RSB-1001-1123,Roissy-en-Brie,48.787111,2.640164,0.233,15,2,1.1
BOB-1001-1124,Bobigny,48.917973,2.448981,0.793,11,2,1.15
MAL-1001-1125,Malakoff,48.792296,2.303782,0.411,14,2,1.05
VLP-1001-1126,Villepinte,48.962934,2.550357,0.281,8,2,1.74
VRY-1001-1127,Viry-Chatillon,48.668822,2.385958,0.251,21,2,1.0
RSB-1001-1128,Roissy-en-Brie,48.777785,2.623664,0.136,22,2,1.1
VRY-1001-1129,Viry-Chatillon,48.67593,2.359632,0.276,21,2,1.0
VRY-1001-1130,Viry-Chatillon,48.664066,2.363161,0.294,7,2,1.45
VRY-1001-1131,Viry-Chatillon,48.663819,2.377221,0.6,16,2,1.0
MAL-1001-1132,Malakoff,48.812832,2.278652,0.206,17,2,1.522
MAL-1001-1133,Malakoff,48.819542,2.307073,0.557,13,2,1.05
VLP-1001-1134,Villepinte,48.954444,2.578392,0.563,6,2,1.2
VRY-1001-1135,Viry-Chatillon,48.664966,2.383783,0.1,14,2,1.0
VLP-1001-1136,Villepinte,48.964022,2.542103,0.154,15,2,1.2
RSB-1001-1137,Roissy-en-Brie,48.781497,2.650151,0.387,6,2,1.1
VRY-1001-1138,Viry-Chatillon,48.672028,2.384522,0.703,11,2,1.0
VLP-1001-1139,Villepinte,48.969026,2.546009,0.732,18,2,1.74
BOB-1001-1140,Bobigny,48.890384,2.448186,0.365,14,2,1.15
RSB-1001-1141,Roissy-en-Brie,48.77351,2.656534,0.237,7,2,1.595
VLP-1001-1142,Villepinte,48.975291,2.527975,0.227,15,2,1.2
VRY-1001-1143,Viry-Chatillon,48.682942,2.378765,0.867,19,2,1.45
BOB-1001-1144,Bobigny,48.911104,2.443531,0.501,10,2,1.15
MAL-1001-1145,Malakoff,48.821358,2.269444,0.304,9,2,1.522
RSB-1001-1146,Roissy-en-Brie,48.797912,2.667502,0.608,13,2,1.1
MAL-1001-1147,Malakoff,48.814468,2.326477,0.1,6,2,1.05
MAL-1001-1148,Malakoff,48.806293,2.303808,0.132,16,2,1.05
RSB-1001-1149,Roissy-en-Brie,48.797343,2.638605,0.773,16,2,1.1
VRY-1001-1150,Viry-Chatillon,48.663951,2.380903,0.536,7,2,1.45
MAL-1001-1151,Malakoff,48.81107,2.29776,0.549,9,2,1.522
VRY-1001-1152,Viry-Chatillon,48.658961,2.376001,0.484,6,2,1.0
MAL-1001-1153,Malakoff,48.826302,2.302925,0.504,15,2,1.05
VLP-1001-1154,Villepinte,48.9651,2.534628,0.421,22,2,1.2
BOB-1001-1155,Bobigny,48.916671,2.464512,0.544,22,2,1.15
BOB-1001-1156,Bobigny,48.899535,2.452966,0.433,14,2,1.15
BOB-1001-1157,Bobigny,48.908093,2.443679,0.877,16,2,1.15
MAL-1001-1158,Malakoff,48.815953,2.290043,0.303,10,2,1.05
VRY-1001-1159,Viry-Chatillon,48.668501,2.380657,0.729,12,2,1.0
VRY-1001-1160,Viry-Chatillon,48.672846,2.379843,0.418,21,2,1.0
MAL-1001-1161,Malakoff,48.805327,2.324075,0.599,8,2,1.522
BOB-1001-1162,Bobigny,48.911875,2.463687,0.842,12,2,1.15
RSB-1001-1163,Roissy-en-Brie,48.783303,2.62205,0.359,14,2,1.1
VRY-1001-1164,Viry-Chatillon,48.682327,2.376177,0.371,17,2,1.45
VRY-1001-1165,Viry-Chatillon,48.664436,2.380553,0.579,21,2,1.0
VLP-1001-1166,Villepinte,48.97036,2.55173,0.736,17,2,1.74
VLP-1001-1167,Villepinte,48.967535,2.554103,0.474,18,2,1.74
MAL-1001-1168,Malakoff,48.81805,2.307851,0.623,22,2,1.05
VLP-1001-1169,Villepinte,48.957055,2.553821,0.35,6,2,1.2
RSB-1001-1170,Roissy-en-Brie,48.794875,2.650292,0.276,16,2,1.1
MAL-1001-1171,Malakoff,48.827863,2.311158,0.63,18,2,1.522
BOB-1001-1172,Bobigny,48.900242,2.456635,0.772,22,2,1.15
VRY-1001-1173,Viry-Chatillon,48.673596,2.366982,0.675,19,2,1.45
VLP-1001-1174,Villepinte,48.970684,2.555695,0.451,21,2,1.2
VLP-1001-1175,Villepinte,48.976548,2.572331,0.436,10,2,1.2
RSB-1001-1176,Roissy-en-Brie,48.785162,2.653535,0.454,14,2,1.1
BOB-1001-1177,Bobigny,48.900156,2.451616,0.397,16,2,1.15
RSB-1001-1178,Roissy-en-Brie,48.778973,2.64581,0.352,9,2,1.595
BOB-1001-1179,Bobigny,48.903671,2.445374,0.416,11,2,1.15
BOB-1001-1180,Bobigny,48.895712,2.451226,0.737,18,2,1.667
BOB-1001-1181,Bobigny,48.904992,2.46899,0.468,9,2,1.667
BOB-1001-1182,Bobigny,48.903615,2.460123,0.6,10,2,1.15
RSB-1001-1183,Roissy-en-Brie,48.802184,2.651058,0.157,18,2,1.595
VLP-1001-1184,Villepinte,48.960711,2.561983,0.32,21,2,1.2
RSB-1001-1185,Roissy-en-Brie,48.776724,2.64093,0.29,19,2,1.595
MAL-1001-1186,Malakoff,48.829698,2.284321,0.764,20,2,1.522
VRY-1001-1187,Viry-Chatillon,48.667685,2.366154,0.573,17,2,1.45
VRY-1001-1188,Viry-Chatillon,48.670111,2.381772,0.436,15,2,1.0
BOB-1001-1189,Bobigny,48.920801,2.452858,0.583,16,2,1.15
MAL-1001-1190,Malakoff,48.820641,2.294856,0.614,7,2,1.522
RSB-1001-1191,Roissy-en-Brie,48.796991,2.666392,0.228,8,2,1.595
BOB-1001-1192,Bobigny,48.917176,2.481682,0.748,16,2,1.15
MAL-1001-1193,Malakoff,48.822895,2.320476,0.534,13,2,1.05
MAL-1001-1194,Malakoff,48.828983,2.297138,0.443,6,2,1.05
VRY-1001-1195,Viry-Chatillon,48.659063,2.386024,0.401,19,2,1.45
RSB-1001-1196,Roissy-en-Brie,48.790876,2.632005,0.523,14,2,1.1
VLP-1001-1197,Villepinte,48.973976,2.548858,0.294,14,2,1.2
MAL-1001-1198,Malakoff,48.822164,2.305816,0.303,22,2,1.05
VLP-1001-1199,Villepinte,48.96999,2.553417,0.352,18,2,1.74
MAL-1001-1200,Malakoff,48.819048,2.299005,0.482,17,2,1.522
RSB-1001-1201,Roissy-en-Brie,48.793727,2.656138,0.298,14,2,1.1
MAL-1001-1202,Malakoff,48.81559,2.292203,0.673,20,2,1.522
MAL-1001-1203,Malakoff,48.819924,2.314729,0.614,22,2,1.05
RSB-1001-1204,Roissy-en-Brie,48.807346,2.671616,0.467,9,2,1.595
VLP-1001-1205,Villepinte,48.985037,2.553483,0.749,12,2,1.2
MAL-1001-1206,Malakoff,48.828482,2.292837,0.438,12,2,1.05
MAL-1001-1207,Malakoff,48.816281,2.335172,0.484,19,2,1.522
MAL-1001-1208,Malakoff,48.826901,2.290099,0.442,20,2,1.522
BOB-1001-1209,Bobigny,48.928162,2.443766,0.376,22,2,1.15
VLP-1001-1210,Villepinte,48.952719,2.517424,0.403,7,2,1.74
BOB-1001-1211,Bobigny,48.923674,2.458038,0.341,16,2,1.15
RSB-1001-1212,Roissy-en-Brie,48.791581,2.619134,0.641,22,2,1.1
RSB-1001-1213,Roissy-en-Brie,48.793801,2.651877,0.612,18,2,1.595
MAL-1001-1214,Malakoff,48.823201,2.295709,0.502,7,2,1.522
BOB-1001-1215,Bobigny,48.91223,2.457982,0.267,6,2,1.15
VRY-1001-1216,Viry-Chatillon,48.67085,2.379696,0.416,13,2,1.0
VLP-1001-1217,Villepinte,48.973089,2.542733,0.823,22,2,1.2
MAL-1001-1218,Malakoff,48.815651,2.275681,0.502,22,2,1.05
VLP-1001-1219,Villepinte,48.97768,2.53184,0.714,19,2,1.74
RSB-1001-1220,Roissy-en-Brie,48.783441,2.661299,0.674,17,2,1.595
BOB-1001-1221,Bobigny,48.917137,2.447817,0.362,22,2,1.15
VLP-1001-1222,Villepinte,48.963618,2.555634,0.393,18,2,1.74
VRY-1001-1223,Viry-Chatillon,48.659622,2.363944,0.129,21,2,1.0
VLP-1001-1224,Villepinte,48.973259,2.53993,0.516,21,2,1.2
RSB-1001-1225,Roissy-en-Brie,48.775345,2.658285,0.475,7,2,1.595
MAL-1001-1226,Malakoff,48.816931,2.317665,0.276,17,2,1.522
VLP-1001-1227,Villepinte,48.957908,2.545488,0.605,11,2,1.2
VRY-1001-1228,Viry-Chatillon,48.662877,2.366468,0.611,17,2,1.45
MAL-1001-1229,Malakoff,48.833998,2.297221,0.112,22,2,1.05
MAL-1001-1230,Malakoff,48.811234,2.29374,0.505,17,2,1.522
VLP-1001-1231,Villepinte,48.958659,2.55506,0.298,12,2,1.2
VLP-1001-1232,Villepinte,48.971399,2.564121,0.435,14,2,1.2
VRY-1001-1233,Viry-Chatillon,48.676714,2.359976,0.491,19,2,1.45
BOB-1001-1234,Bobigny,48.905604,2.461055,0.546,7,2,1.667
RSB-1001-1235,Roissy-en-Brie,48.802129,2.642808,0.762,18,2,1.595
VRY-1001-1236,Viry-Chatillon,48.665525,2.372617,0.457,10,2,1.0
RSB-1001-1237,Roissy-en-Brie,48.779661,2.627852,0.569,11,2,1.1
BOB-1001-1238,Bobigny,48.905579,2.452288,0.482,7,2,1.667
VLP-1001-1239,Villepinte,48.979321,2.539137,0.318,17,2,1.74
VRY-1001-1240,Viry-Chatillon,48.672718,2.378976,0.689,16,2,1.0
VRY-1001-1241,Viry-Chatillon,48.660503,2.370532,0.412,18,2,1.45
MAL-1001-1242,Malakoff,48.818884,2.296222,0.685,15,2,1.05
VRY-1001-1243,Viry-Chatillon,48.664946,2.379353,0.339,13,2,1.0
VRY-1001-1244,Viry-Chatillon,48.667602,2.368774,0.603,13,2,1.0
BOB-1001-1245,Bobigny,48.916813,2.453058,0.661,9,2,1.667
RSB-1001-1246,Roissy-en-Brie,48.791676,2.66301,0.546,20,2,1.595
RSB-1001-1247,Roissy-en-Brie,48.794791,2.634344,0.761,21,2,1.1
RSB-1001-1248,Roissy-en-Brie,48.793728,2.648492,0.27,7,2,1.595
RSB-1001-1249,Roissy-en-Brie,48.790816,2.668893,0.607,19,2,1.595
BOB-1001-1250,Bobigny,48.916404,2.45172,0.615,11,2,1.15
VRY-1001-1251,Viry-Chatillon,48.67013,2.402831,0.473,18,2,1.45
VRY-1001-1252,Viry-Chatillon,48.668292,2.371636,0.475,22,2,1.0
VLP-1001-1253,Villepinte,48.958412,2.537566,0.567,15,2,1.2
MAL-1001-1254,Malakoff,48.824517,2.306677,0.367,20,2,1.522
VRY-1001-1255,Viry-Chatillon,48.658462,2.374463,0.262,10,2,1.0
MAL-1001-1256,Malakoff,48.825856,2.272226,0.862,17,2,1.522
RSB-1001-1257,Roissy-en-Brie,48.794345,2.661788,0.48,22,2,1.1
VRY-1001-1258,Viry-Chatillon,48.666799,2.359433,0.535,16,2,1.0
BOB-1001-1259,Bobigny,48.902147,2.457847,0.251,18,2,1.667
MAL-1001-1260,Malakoff,48.830186,2.309145,0.374,6,2,1.05
BOB-1001-1261,Bobigny,48.93641,2.457745,0.535,16,2,1.15
RSB-1001-1262,Roissy-en-Brie,48.799408,2.676671,0.659,12,2,1.1
VLP-1001-1263,Villepinte,48.965324,2.556993,0.511,22,2,1.2
RSB-1001-1264,Roissy-en-Brie,48.783869,2.635971,0.377,21,2,1.1
BOB-1001-1265,Bobigny,48.915133,2.448509,0.351,11,2,1.15
MAL-1001-1266,Malakoff,48.830197,2.30849,0.813,6,2,1.05
VLP-1001-1267,Villepinte,48.963936,2.554338,0.46,17,2,1.74
BOB-1001-1268,Bobigny,48.913533,2.435699,0.534,19,2,1.667
VRY-1001-1269,Viry-Chatillon,48.668689,2.362324,0.418,21,2,1.0
RSB-1001-1270,Roissy-en-Brie,48.793776,2.641326,0.637,17,2,1.595
MAL-1001-1271,Malakoff,48.834478,2.310412,0.606,14,2,1.05
VLP-1001-1272,Villepinte,48.977797,2.549484,0.334,17,2,1.74
BOB-1001-1273,Bobigny,48.893314,2.46786,0.338,21,2,1.15
MAL-1001-1274,Malakoff,48.82336,2.301496,0.357,18,2,1.522
RSB-1001-1275,Roissy-en-Brie,48.77568,2.634852,0.533,12,2,1.1
VRY-1001-1276,Viry-Chatillon,48.677312,2.374757,0.486,21,2,1.0
VLP-1001-1277,Villepinte,48.980207,2.52029,0.695,17,2,1.74
VRY-1001-1278,Viry-Chatillon,48.683561,2.38279,0.649,13,2,1.0
RSB-1001-1279,Roissy-en-Brie,48.810112,2.660847,0.642,15,2,1.1
VRY-1001-1280,Viry-Chatillon,48.670271,2.39048,0.358,17,2,1.45
BOB-1001-1281,Bobigny,48.909853,2.452383,0.382,18,2,1.667
BOB-1001-1282,Bobigny,48.910715,2.451852,0.674,7,2,1.667
MAL-1001-1283,Malakoff,48.808819,2.300638,0.337,15,2,1.05
VRY-1001-1284,Viry-Chatillon,48.685913,2.376952,0.917,6,2,1.0
VRY-1001-1285,Viry-Chatillon,48.675566,2.38247,0.492,11,2,1.0
VLP-1001-1286,Villepinte,48.96403,2.535015,0.172,9,2,1.74
MAL-1001-1287,Malakoff,48.832982,2.299018,0.476,13,2,1.05
VRY-1001-1288,Viry-Chatillon,48.669268,2.378958,0.414,12,2,1.0
VLP-1001-1289,Villepinte,48.969649,2.539452,0.29,18,2,1.74
MAL-1001-1290,Malakoff,48.802785,2.294824,0.293,12,2,1.05
MAL-1001-1291,Malakoff,48.828209,2.2939,0.308,21,2,1.05
VLP-1001-1292,Villepinte,48.971361,2.548729,0.346,11,2,1.2
BOB-1001-1293,Bobigny,48.922926,2.446833,0.782,18,2,1.667
VRY-1001-1294,Viry-Chatillon,48.666549,2.385706,0.482,17,2,1.45
VLP-1001-1295,Villepinte,48.983608,2.5457,0.62,6,2,1.2
MAL-1001-1296,Malakoff,48.807794,2.290487,0.373,6,2,1.05
MAL-1001-1297,Malakoff,48.83817,2.27707,0.274,17,2,1.522
VRY-1001-1298,Viry-Chatillon,48.683831,2.372309,0.56,18,2,1.45
BOB-1001-1299,Bobigny,48.91523,2.445655,0.279,13,2,1.15
BOB-1001-1300,Bobigny,48.93188,2.442089,0.375,8,2,1.667
BOB-1001-1301,Bobigny,48.911311,2.44935,0.903,22,2,1.15
BOB-1001-1302,Bobigny,48.917248,2.437366,0.242,7,2,1.667
BOB-1001-1303,Bobigny,48.915047,2.453538,0.531,17,2,1.667
BOB-1001-1304,Bobigny,48.906623,2.471706,0.13,22,2,1.15
VRY-1001-1305,Viry-Chatillon,48.664712,2.366571,0.536,21,2,1.0
RSB-1001-1306,Roissy-en-Brie,48.794301,2.653782,0.575,18,2,1.595
VLP-1001-1307,Villepinte,48.979554,2.563505,0.188,12,2,1.2
VRY-1001-1308,Viry-Chatillon,48.676501,2.362276,0.531,8,2,1.45
BOB-1001-1309,Bobigny,48.916295,2.446838,0.631,17,2,1.667
RSB-1001-1310,Roissy-en-Brie,48.790331,2.647914,0.488,21,2,1.1
VLP-1001-1311,Villepinte,48.941729,2.542471,0.552,17,2,1.74
VRY-1001-1312,Viry-Chatillon,48.664073,2.368185,0.465,12,2,1.0
RSB-1001-1313,Roissy-en-Brie,48.789513,2.668304,0.572,7,2,1.595
RSB-1001-1314,Roissy-en-Brie,48.793722,2.656103,0.456,20,2,1.595
BOB-1001-1315,Bobigny,48.915435,2.446175,0.734,18,2,1.667
VRY-1001-1316,Viry-Chatillon,48.656754,2.350071,0.621,6,2,1.0
VLP-1001-1317,Villepinte,48.96154,2.563108,0.592,8,2,1.74
RSB-1001-1318,Roissy-en-Brie,48.801491,2.663059,0.155,21,2,1.1
VRY-1001-1319,Viry-Chatillon,48.668939,2.365632,0.1,19,2,1.45
MAL-1001-1320,Malakoff,48.833725,2.291404,0.141,16,2,1.05
VRY-1001-1321,Viry-Chatillon,48.67955,2.36858,0.95,11,2,1.0
VLP-1001-1322,Villepinte,48.963186,2.550134,0.598,7,2,1.74
VLP-1001-1323,Villepinte,48.978218,2.550937,0.378,6,2,1.2
BOB-1001-1324,Bobigny,48.913531,2.459371,0.1,20,2,1.667
VRY-1001-1325,Viry-Chatillon,48.672061,2.389353,0.42,8,2,1.45
BOB-1001-1326,Bobigny,48.916008,2.442811,0.511,16,2,1.15
RSB-1001-1327,Roissy-en-Brie,48.7927,2.657319,0.189,16,2,1.1
VLP-1001-1328,Villepinte,48.970585,2.548845,0.844,8,2,1.74
VLP-1001-1329,Villepinte,48.969441,2.538736,0.1,8,2,1.74
VRY-1001-1330,Viry-Chatillon,48.666584,2.384329,0.27,6,2,1.0
VLP-1001-1331,Villepinte,48.949546,2.543882,0.583,7,2,1.74
MAL-1001-1332,Malakoff,48.815591,2.31302,0.652,14,2,1.05
RSB-1001-1333,Roissy-en-Brie,48.809623,2.68289,0.375,19,2,1.595
BOB-1001-1334,Bobigny,48.915531,2.464163,0.545,21,2,1.15
VLP-1001-1335,Villepinte,48.96646,2.568217,0.442,19,2,1.74
MAL-1001-1336,Malakoff,48.817253,2.285924,0.489,16,2,1.05
BOB-1001-1337,Bobigny,48.915278,2.442249,0.249,19,2,1.667
RSB-1001-1338,Roissy-en-Brie,48.799882,2.637963,0.686,19,2,1.595
RSB-1001-1339,Roissy-en-Brie,48.78869,2.635554,0.491,15,2,1.1
VRY-1001-1340,Viry-Chatillon,48.682294,2.379143,0.505,12,2,1.0
BOB-1001-1341,Bobigny,48.898078,2.460373,0.339,13,2,1.15
VLP-1001-1342,Villepinte,48.969996,2.563346,0.333,10,2,1.2
VRY-1001-1343,Viry-Chatillon,48.659677,2.359455,0.54,10,2,1.0
BOB-1001-1344,Bobigny,48.897264,2.455498,0.528,13,2,1.15
BOB-1001-1345,Bobigny,48.8841,2.459619,0.558,12,2,1.15
VLP-1001-1346,Villepinte,48.978936,2.547158,0.448,14,2,1.2
MAL-1001-1347,Malakoff,48.81209,2.319177,0.495,18,2,1.522
BOB-1001-1348,Bobigny,48.901827,2.469952,0.257,9,2,1.667
